,base_name,brand,cpu_GHZ,cpu_benchmark,cpu_brand,cpu_core,cpu_type_name,detachable_keyboard,discrete_gpu,gpu,gpu_benchmark,gpu_brand,gpu_type,max_price,min_price,os_details,pc_name,pixels_x,ram,screen_size,screen_surface,ssd,threading,touchscreen,weight
471,HP PAVILION 15-BA079DX,HP,2.4,2426.0,AMD,QUAD-CORE,A10,0.0,0,AMD RADEON R5,148.0,AMD,RADEON R5,435.82,421.99,WINDOWS 10,HP PAVILION,1366.0,6,15.6,GLOSSY,0,0.0,1,4.72
472,ALIENWARE 17 R5,ALIENWARE,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,13557.0,NVIDIA,GEFORCE GTX 1070,1645.0,1645.0,WINDOWS 10 HOME,ALIENWARE,1920.0,16,17.3,MATTE,256,1.0,0,9.74
473,ASUS FLIP TP500LA,ASUS,2.0,2761.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 4400,530.0,INTEL,HD 4400,649.99,649.99,WINDOWS 8.1,ASUS FLIP,1366.0,8,15.6,GLOSSY,0,1.0,1,5.0
474,JUMPER EZBOOK X3,JUMPER,1.1,1123.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 500,317.0,INTEL,HD 500,229.0,219.0,WINDOWS 10 HOME,JUMPER EZBOOK,1920.0,6,13.3,MATTE,64,0.0,0,2.7
475,HP 15-CS0053CL,HP,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,621.99,621.0,WINDOWS 10 HOME,HP,1366.0,12,15.6,GLOSSY,0,1.0,1,4.23
476,HP PAVILION 15-CC152OD,HP,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,638.0,638.0,WINDOWS 10 HOME,HP PAVILION,1366.0,8,15.6,GLOSSY,0,1.0,0,4.67
477,RAZER BLADE STEALTH,RAZER,1.8,6777.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,NVIDIA,GEFORCE MX150,1699.99,1699.99,WINDOWS 10 HOME,RAZER BLADE STEALTH,3840.0,16,13.3,GLOSSY,512,1.0,1,3.04
478,DELL INSPIRON CHROMEBOOK 11,DELL,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,166.99,164.0,CHROME OS,DELL INSPIRON CHROMEBOOK,1366.0,4,11.6,MATTE,16,0.0,0,3.09
479,LENOVO IDEAPAD 110-15ACL,LENOVO,2.0,2076.0,AMD,QUAD-CORE,A6,0.0,0,AMD RADEON R4,346.0,AMD,RADEON R4,285.0,249.99,WINDOWS 10 HOME,LENOVO IDEAPAD,1366.0,4,15.6,GLOSSY,0,0.0,0,4.85
480,DELL INSPIRON 7375,DELL,2.2,6903.0,AMD,QUAD-CORE,RYZEN 7,0.0,0,AMD RADEON VEGA 10,1571.0,AMD,RADEON VEGA 10,517.99,512.99,WINDOWS 10 HOME,DELL INSPIRON,1920.0,12,13.3,GLOSSY,256,1.0,1,3.86
481,PROSTAR P970RF,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,1809.0,1809.0,WINDOWS 10 HOME,PROSTAR,1920.0,32,17.3,MATTE,500,1.0,0,5.51
482,DELL INSPIRON 5379,DELL,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,844.97,829.99,WINDOWS 10 HOME,DELL INSPIRON,1920.0,8,13.3,GLOSSY,256,1.0,1,3.72
483,DELL INSPIRON 3565,DELL,2.5,1032.0,AMD,DUAL-CORE,A6,0.0,0,AMD RADEON R4,346.0,AMD,RADEON R4,298.95,287.97,WINDOWS 10 HOME,DELL INSPIRON,1366.0,4,15.6,GLOSSY,0,0.0,0,5.07
484,LENOVO YOGA 710,LENOVO,2.3,2989.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,549.0,549.0,WINDOWS 10,LENOVO YOGA,1920.0,8,15.6,GLOSSY,256,1.0,1,4.19
485,APPLE MACBOOK PRO 2017,APPLE,2.3,4675.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL IRIS PLUS 640,1377.0,INTEL,IRIS PLUS 640,1299.0,1169.0,MACOS HIGH SIERRA,APPLE MACBOOK PRO,2560.0,8,13.3,GLOSSY,128,1.0,0,3.02
486,HP 15,HP,2.16,1179.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL HD,10.0,INTEL,HD,344.0,344.0,WINDOWS 10,HP,1366.0,4,15.6,GLOSSY,0,0.0,1,5.05
487,RAZER BLADE 15,RAZER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2080 MAX-Q,14482.0,NVIDIA,GEFORCE RTX 2080 MAX-Q,2699.99,2693.39,WINDOWS 10 HOME,RAZER BLADE,1920.0,16,15.6,MATTE,512,1.0,0,4.74
488,ACER CHROMEBOOK C720,ACER,1.4,849.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,90.9,84.99,CHROME OS,ACER CHROMEBOOK,1366.0,4,11.6,GLOSSY,16,0.0,1,2.98
489,ASUS Q304UA-BBI5T10,ASUS,2.3,2989.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,502.59,502.59,WINDOWS 10,ASUS,1920.0,6,13.3,GLOSSY,0,1.0,1,3.31
490,MICROSOFT SURFACE 3,MICROSOFT,1.6,1348.0,INTEL,QUAD-CORE,ATOM,1.0,0,,,,,429.99,429.99,WINDOWS 8.1,MICROSOFT SURFACE,1920.0,2,10.8,,64,0.0,1,1.37
491,LENOVO,LENOVO,2.16,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,287.9,287.9,WINDOWS 10,LENOVO,1366.0,4,15.6,,0,0.0,0,4.31
492,LENOVO N22,LENOVO,1.6,672.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,348.9,348.9,WINDOWS 10,LENOVO,1366.0,4,11.6,MATTE,64,0.0,0,2.8
493,HP PAVILION,HP,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,779.0,749.0,WINDOWS 10 HOME,HP PAVILION,1600.0,8,17.3,GLOSSY,0,1.0,0,
494,MSI GF63 THIN 9SCX,MSI,2.4,8167.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,829.99,689.0,WINDOWS 10 HOME,MSI,1920.0,8,15.6,MATTE,512,1.0,0,4.1
495,ASUS TUF GAMING FX505DY,ASUS,2.1,8163.0,AMD,QUAD-CORE,RYZEN 5,0.0,1,AMD RADEON RX 560X,3520.0,AMD,RADEON RX 560X,689.99,669.0,WINDOWS 10 HOME,ASUS TUF GAMING,1920.0,8,15.6,MATTE,256,1.0,0,4.85
496,GOOGLE PIXELBOOK,GOOGLE,1.2,2958.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 615,799.0,INTEL,HD 615,875.0,860.0,CHROME OS,GOOGLE PIXELBOOK,2400.0,8,12.3,GLOSSY,128,1.0,1,2.4
497,LG GRAM,LG,1.8,6777.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,1599.0,1496.99,WINDOWS 10 HOME,LG GRAM,2560.0,16,17.0,GLOSSY,1000,1.0,0,2.95
498,LENOVO THINKPAD T480S,LENOVO,1.7,6987.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,829.95,829.95,WINDOWS 10 PRO,LENOVO THINKPAD,1920.0,16,14.0,MATTE,256,1.0,0,2.9
499,DELL LATITUDE E6430,DELL,2.6,861.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4000,329.0,INTEL,HD 4000,214.99,179.68,WINDOWS 10 PRO,DELL LATITUDE,1366.0,8,14.0,MATTE,0,1.0,0,4.44
500,DELL INSPIRON 5481,DELL,2.1,4248.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,329.99,322.98,WINDOWS 10 HOME,DELL INSPIRON,1366.0,4,14.0,GLOSSY,128,1.0,1,3.84
501,DELL XPS 13 9370,DELL,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,1799.33,1577.94,WINDOWS 10 HOME,DELL XPS,3840.0,16,13.3,GLOSSY,1000,1.0,1,2.67
502,ASUS VIVOBOOK,ASUS,1.6,1243.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL HD,10.0,INTEL,HD,338.87,335.0,WINDOWS 10,ASUS VIVOBOOK,1366.0,4,15.6,GLOSSY,0,0.0,0,4.41
503,SAGER NP7876,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,15156.0,NVIDIA,GEFORCE RTX 2060,1349.0,1299.0,WINDOWS 10 HOME,SAGER,1920.0,16,17.3,MATTE,500,1.0,0,5.9
504,LENOVO IDEAPAD 320,LENOVO,1.1,1123.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 500,317.0,INTEL,HD 500,342.0,299.99,WINDOWS 10 HOME,LENOVO IDEAPAD,1366.0,4,15.6,MATTE,0,0.0,0,4.85
505,DELL INSPIRON I3542-5000BK,DELL,1.9,1863.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 4400,530.0,INTEL,HD 4400,383.51,383.51,WINDOWS 8.1,DELL INSPIRON,1366.0,4,15.6,GLOSSY,0,1.0,1,6.0
506,ASUS ROG GL702VS,ASUS,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,13557.0,NVIDIA,GEFORCE GTX 1070,1899.99,1899.99,WINDOWS 10 HOME,ASUS ROG,1920.0,12,17.3,MATTE,128,1.0,0,6.39
507,ASUS VIVOBOOK F510UA,ASUS,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,669.97,499.99,WINDOWS 10 HOME,ASUS VIVOBOOK,1920.0,8,15.6,MATTE,128,1.0,0,3.7
508,HP 17-X116DX,HP,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,548.29,548.29,WINDOWS 10,HP,1600.0,8,17.3,GLOSSY,0,1.0,0,5.84
509,PROSTAR P950RF,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,1699.0,1659.0,WINDOWS 10 HOME,PROSTAR,1920.0,32,15.6,MATTE,500,1.0,0,4.6
0,ASUS ZENBOOK FLIP S UX370UA,ASUS,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,,,WINDOWS 10 PRO,ASUS ZENBOOK FLIP S,1920.0,16,13.3,GLOSSY,512,1.0,1,2.42
1,DELL INSPIRON 3567,DELL,2.7,3190.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,,,WINDOWS 10 HOME,DELL INSPIRON,1366.0,8,15.6,MATTE,0,1.0,0,4.95
2,ASUS VIVOBOOK S512FA,ASUS,1.8,6777.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,,,WINDOWS 10 HOME,ASUS VIVOBOOK,1920.0,8,15.6,MATTE,256,1.0,0,4.0
3,HP,HP,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,,,WINDOWS 10 HOME,HP,1366.0,8,15.6,GLOSSY,128,1.0,1,4.52
4,MSI GS75 STEALTH,MSI,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2080 MAX-Q,14482.0,NVIDIA,GEFORCE RTX 2080 MAX-Q,,,WINDOWS 10 HOME,MSI,1920.0,32,17.3,MATTE,512,1.0,0,4.96
5,ALIENWARE AREA-51M,ALIENWARE,3.6,18993.0,INTEL,OCTA-CORE,CORE I9,0.0,1,NVIDIA GEFORCE RTX 2080,19317.0,NVIDIA,GEFORCE RTX 2080,,,WINDOWS 10 HOME,ALIENWARE,1920.0,32,17.3,MATTE,512,1.0,0,8.54
6,MICROSOFT SURFACE GO,MICROSOFT,1.6,1705.0,INTEL,DUAL-CORE,PENTIUM,1.0,0,INTEL HD 615,799.0,INTEL,HD 615,,,WINDOWS 10 S,MICROSOFT SURFACE GO,1800.0,8,10.0,GLOSSY,128,1.0,1,1.15
7,ACER R11,ACER,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,,,CHROME OS,ACER,1366.0,4,11.6,GLOSSY,16,0.0,1,2.76
8,LENOVO THINKPAD E590,LENOVO,1.6,6068.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,,,WINDOWS 10 PRO,LENOVO THINKPAD,1366.0,16,15.6,MATTE,256,1.0,0,4.7
9,LENOVO CHROMEBOOK S330,LENOVO,2.1,,MEDIATEK,QUAD-CORE,,0.0,0,POWERVR GX6250,,POWERVR,GX6250,,,CHROME OS,LENOVO CHROMEBOOK,1920.0,4,14.0,MATTE,64,0.0,0,3.24
10,LENOVO YOGA 720,LENOVO,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL HD 630,1013.0,INTEL,HD 630,,,WINDOWS 10 HOME,LENOVO YOGA,1920.0,8,15.6,GLOSSY,256,1.0,1,4.41
11,MSI GS65 STEALTH,MSI,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070 MAX-Q,11018.0,NVIDIA,GEFORCE RTX 2070 MAX-Q,,,WINDOWS 10 HOME,MSI,1920.0,32,15.6,MATTE,512,1.0,0,4.19
12,ASUS TUF GAMING FX504,ASUS,2.3,7584.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,,,WINDOWS 10 HOME,ASUS TUF GAMING,1920.0,8,15.6,MATTE,0,1.0,0,5.07
13,LENOVO FLEX 11,LENOVO,1.1,2801.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL UHD 605,355.0,INTEL,UHD 605,,,WINDOWS 10 S,LENOVO FLEX,1366.0,4,11.6,GLOSSY,64,0.0,1,2.75
14,HP PAVILION 15-CC154CL,HP,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,,,WINDOWS 10 HOME,HP PAVILION,1366.0,12,15.6,GLOSSY,0,1.0,1,4.65
15,ASUS TUF GAMING TUF505DU,ASUS,2.3,8464.0,AMD,QUAD-CORE,RYZEN 7,0.0,1,NVIDIA GEFORCE GTX 1660 TI,12791.0,NVIDIA,GEFORCE GTX 1660 TI,,,WINDOWS 10 HOME,ASUS TUF GAMING,1920.0,16,15.6,MATTE,256,1.0,0,4.85
16,MICROSOFT SURFACE BOOK CR9,MICROSOFT,2.4,3368.0,INTEL,DUAL-CORE,CORE I5,1.0,0,INTEL HD 520,864.0,INTEL,HD 520,,,WINDOWS 10,MICROSOFT SURFACE BOOK,3000.0,8,13.5,GLOSSY,128,1.0,1,3.48
17,LENOVO THINKPAD T470,LENOVO,2.4,3368.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,,,WINDOWS 10 PRO,LENOVO THINKPAD,1920.0,16,14.0,MATTE,512,1.0,0,3.6
18,LENOVO G50,LENOVO,1.9,1863.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 4400,530.0,INTEL,HD 4400,,,WINDOWS 8.1,LENOVO,1366.0,6,15.6,GLOSSY,0,1.0,0,4.63
19,HP 15-AY117CL,HP,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,,,WINDOWS 10,HP,1366.0,12,15.6,GLOSSY,0,1.0,1,4.83
20,DELL G5 5590,DELL,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,7868.0,NVIDIA,GEFORCE GTX 1650,,,WINDOWS 10 HOME,DELL,1920.0,16,15.6,MATTE,256,1.0,0,5.9
21,HP ELITEBOOK 840 G1,HP,1.9,2579.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4400,530.0,INTEL,HD 4400,,,WINDOWS 10 PRO,HP ELITEBOOK,1366.0,8,14.0,MATTE,0,1.0,0,3.48
22,HP PAVILION 15,HP,,,AMD,QUAD-CORE,A6,0.0,0,AMD RADEON R4,346.0,AMD,RADEON R4,,,WINDOWS 10,HP PAVILION,1366.0,4,15.6,GLOSSY,0,0.0,0,4.73
23,LENOVO IDEAPAD 310,LENOVO,2.7,3500.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,,,WINDOWS 10,LENOVO IDEAPAD,1366.0,12,15.6,GLOSSY,0,1.0,0,4.83
24,ACER CHROMEBOOK R11,ACER,1.6,1294.0,INTEL,QUAD-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,,,CHROME OS,ACER CHROMEBOOK,1366.0,4,11.6,GLOSSY,32,0.0,1,2.75
25,ACER SWIFT 5 SF515-51T,ACER,1.8,6777.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,,,WINDOWS 10 HOME,ACER SWIFT,1920.0,16,15.6,GLOSSY,512,1.0,1,2.2
26,SAMSUNG CHROMEBOOK PLUS V2,SAMSUNG,1.5,1253.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL UHD 615,835.0,INTEL,UHD 615,,,CHROME OS,SAMSUNG CHROMEBOOK PLUS,1920.0,4,12.2,GLOSSY,64,0.0,1,2.98
27,MSI GS65 STEALTH THIN,MSI,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,13557.0,NVIDIA,GEFORCE GTX 1070,,,WINDOWS 10 PRO,MSI,1920.0,32,15.6,MATTE,1000,1.0,0,4.14
28,DELL INSPIRON 15 I5558-5002SLV,DELL,2.2,2546.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD,10.0,INTEL,HD,,,WINDOWS 10,DELL INSPIRON,1366.0,8,15.6,GLOSSY,0,1.0,1,5.4
29,ACER ASPIRE 3 A315-41,ACER,2.2,6903.0,AMD,QUAD-CORE,RYZEN 7,0.0,0,AMD RADEON VEGA 10,1571.0,AMD,RADEON VEGA 10,,,WINDOWS 10 HOME,ACER ASPIRE,1920.0,8,15.6,MATTE,256,1.0,0,5.07
30,ASUS CHROMEBOOK FLIP C213SA,ASUS,1.1,1123.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 500,317.0,INTEL,HD 500,,,CHROME OS,ASUS CHROMEBOOK FLIP,1366.0,4,11.6,MATTE,32,0.0,1,2.7
31,ASUS ROG ZEPHYRUS S GX701GX,ASUS,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2080 MAX-Q,14482.0,NVIDIA,GEFORCE RTX 2080 MAX-Q,,,WINDOWS 10 PRO,ASUS ROG ZEPHYRUS S,1920.0,16,17.3,MATTE,1000,1.0,0,5.95
32,HP STREAM 11-Y012NR,HP,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,,,WINDOWS 10 HOME,HP STREAM,1366.0,4,11.6,MATTE,32,0.0,0,2.57
33,LENOVO V330,LENOVO,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,,,WINDOWS 10 PRO,LENOVO,1920.0,8,15.6,MATTE,256,1.0,0,3.74
34,ASUS VIVOBOOK E203MA,ASUS,1.1,1278.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL UHD 600,345.0,INTEL,UHD 600,,,WINDOWS 10 S,ASUS VIVOBOOK,1366.0,4,11.6,GLOSSY,64,0.0,0,2.2
35,ASUS X553SA-BHCLN10,ASUS,1.6,672.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,,,WINDOWS 10,ASUS,1366.0,4,15.6,,0,0.0,0,4.8
36,ACER CHROMEBOOK 11,ACER,2.16,618.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,,,CHROME OS,ACER CHROMEBOOK,1366.0,4,11.6,MATTE,16,0.0,0,2.43
37,ASUS TUF GAMING FX504,ASUS,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,,,WINDOWS 10 HOME,ASUS TUF GAMING,1920.0,8,15.6,MATTE,256,1.0,0,5.07
38,MSI GV62 8RD,MSI,2.3,7584.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,,,WINDOWS 10 HOME,MSI,1920.0,8,15.6,MATTE,256,1.0,0,4.85
39,DELL INSPIRON I3558,DELL,2.1,1936.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 5500,568.0,INTEL,HD 5500,,,WINDOWS 10,DELL INSPIRON,1366.0,4,15.6,GLOSSY,0,1.0,0,4.85
40,APPLE MACBOOK PRO 2011,APPLE,2.4,1932.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 3000,258.0,INTEL,HD 3000,,,OS X LION,APPLE MACBOOK PRO,1280.0,4,13.3,GLOSSY,0,1.0,0,4.5
41,DELL XPS13,DELL,2.2,2546.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD GRAPHICS 5500,568.0,INTEL,HD GRAPHICS 5500,,,WINDOWS 8.1,DELL,1920.0,4,13.3,GLOSSY,128,1.0,0,2.6
42,MSI GS65 STEALTH THIN,MSI,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,13557.0,NVIDIA,GEFORCE GTX 1070,,,WINDOWS 10 PRO,MSI,1920.0,32,15.6,MATTE,512,1.0,0,4.14
43,MICROSOFT SURFACE LAPTOP 2,MICROSOFT,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,,,WINDOWS 10 HOME,MICROSOFT SURFACE LAPTOP,2256.0,8,13.5,GLOSSY,256,1.0,1,2.76
44,ASUS VIVOBOOK K570UD,ASUS,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,,,WINDOWS 10 HOME,ASUS VIVOBOOK,1920.0,16,15.6,MATTE,256,1.0,0,4.2
45,ASUS ZENBOOK UX330UA,ASUS,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,,,WINDOWS 10 HOME,ASUS ZENBOOK,1920.0,8,13.3,MATTE,256,1.0,0,2.64
46,APPLE MACBOOK AIR 2013,APPLE,1.3,2293.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 5000,684.0,INTEL,HD 5000,,,OS X MOUNTAIN LION,APPLE MACBOOK AIR,1440.0,4,13.3,GLOSSY,128,1.0,0,2.96
47,HP STREAM 14-AX,HP,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,,,WINDOWS 10,HP STREAM,1366.0,4,14.0,GLOSSY,32,0.0,0,3.17
48,ASUS ROG STRIX SCAR III G531GW,ASUS,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,,,WINDOWS 10 PRO,ASUS ROG STRIX SCAR III,1920.0,16,15.6,MATTE,512,1.0,0,5.66
49,LENOVO IDEAPAD,LENOVO,2.7,2741.0,AMD,QUAD-CORE,A12,0.0,0,AMD RADEON R7,551.0,AMD,RADEON R7,,,WINDOWS 10 HOME,LENOVO IDEAPAD,1366.0,8,15.6,MATTE,0,0.0,0,4.85
50,SAGER NP8957,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,,,WINDOWS 10 HOME,SAGER,1920.0,16,15.6,MATTE,500,1.0,0,4.6
51,HP 15-BA009DX,HP,2.0,2076.0,AMD,QUAD-CORE,A6,0.0,0,AMD RADEON R4,346.0,AMD,RADEON R4,,,WINDOWS 10,HP,1366.0,4,15.6,GLOSSY,0,0.0,0,4.74
52,LENOVO THINKPAD E580,LENOVO,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,,,WINDOWS 10 PRO,LENOVO THINKPAD,1920.0,16,15.6,MATTE,1000,1.0,0,4.7
53,DELL INSPIRON 7567,DELL,2.5,5260.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,,,WINDOWS 10 HOME,DELL INSPIRON,1920.0,8,15.6,MATTE,0,0.0,0,5.78
54,LENOVO 300E,LENOVO,1.1,1842.0,INTEL,QUAD-CORE,CELERON,0.0,0,INTEL HD 500,317.0,INTEL,HD 500,,,WINDOWS 10 PRO,LENOVO,1366.0,4,11.6,GLOSSY,64,0.0,1,3.19
55,HP SPECTRE X360,HP,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,NVIDIA,GEFORCE MX150,,,WINDOWS 10 HOME,HP SPECTRE,3840.0,16,15.6,GLOSSY,512,1.0,1,4.4
56,HP PAVILION,HP,2.6,1274.0,AMD,DUAL-CORE,A6,0.0,0,AMD RADEON R4,346.0,AMD,RADEON R4,,,WINDOWS 10 HOME,HP PAVILION,1366.0,4,15.6,GLOSSY,0,0.0,0,4.61
57,LENOVO THINKPAD YOGA 11E (3RD GEN),LENOVO,1.6,1294.0,INTEL,QUAD-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,,,WINDOWS 10,LENOVO THINKPAD YOGA,1366.0,4,11.6,GLOSSY,128,0.0,1,3.5
58,LENOVO THINKPAD X1 YOGA (20FQ000QUS),LENOVO,2.5,3369.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,,,WINDOWS 10,LENOVO THINKPAD,2560.0,8,14.0,GLOSSY,512,1.0,1,3.0
59,HP CHROMEBOOK 11 G4,HP,2.16,618.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,,,CHROME OS,HP CHROMEBOOK,1366.0,4,11.6,MATTE,16,0.0,0,2.83
